mfcc1,mfcc2,pitch,emotion
0.9593085973720465,0.8366869579732328,304.5783700190938,Panic
0.13900466011060914,0.23899863008405067,103.48501673009197,Normal
0.5334271527847555,0.4857167044804852,202.54442364744264,Anxiety
0.34247746304049853,0.40811066020010545,112.74034664069657,Normal
0.6980528898228043,0.6043703774069291,200.58265802441406,Anxiety
0.20798625466052895,0.27280728504951046,136.71117368334276,Normal
0.5593331326427231,0.7921266556524378,193.96628042581824,Fear
0.7070351922786027,0.5599021346475079,210.85406630481668,Fear
0.566690723311995,0.6649851016840801,204.015376929389,Anxiety
0.11626289824631988,0.43722138431333335,157.93792198447358,Normal
0.6270833005079832,0.5047898756660643,193.85362953732894,Fear
0.5600381234349003,0.4805095587111947,194.7588455055635,Anxiety
0.8346729307015545,0.8782121215146482,262.75652614516434,Panic
0.5279277690223527,0.5800170052944527,197.335513967164,Anxiety
0.5562626584911118,0.7526854323784996,206.98524800218593,Fear
0.7289654700855298,0.6793699936433255,235.312454101387,Fear
0.5926109936013498,0.5802085650064559,218.05860121746747,Anxiety
0.1971693224223705,0.267837257943474,149.72425054911577,Normal
0.7430510614528276,0.6821102743060055,196.5599509213526,Fear
0.3005492451885099,0.21863766091994272,159.21321619603106,Normal
0.5487203795438924,0.5233720436795095,170.70399113575422,Anxiety
0.9413714687695234,0.9458014336081975,303.9889242680162,Panic
0.33157521962833725,0.3627692563754861,154.89758053262685,Normal
0.25582453170688946,0.2827245062131623,103.81350101716141,Normal
0.9337682505327215,0.9331844713234994,291.3908451395409,Panic
0.7274425485152654,0.6416644775485848,187.17565475629812,Fear
0.7197827648532168,0.716518856349462,194.15909518493734,Fear
0.6487591192728782,0.6568198488145982,205.65246110151298,Fear
0.6378673003731541,0.5605157607006188,233.74581574041116,Fear
0.17858899526908167,0.3271426727911757,154.45398843556558,Normal
0.9208834758555635,0.9079682182603347,264.21428573143385,Panic
0.11924497745719825,0.272437863228442,109.67327723524026,Normal
0.6748708096267586,0.5886901057513142,186.32965558981624,Fear
0.6509180192247785,0.49664251472150894,214.6279499244989,Anxiety
0.8648690042010548,0.8244175909401347,274.9408486653882,Panic
0.5720103849055354,0.5683805487625825,205.6264673175754,Fear
0.5381422140835422,0.5261953145395073,178.2327926571471,Anxiety
0.8834822006297558,0.8444215620941461,258.3905757133578,Panic
0.5110313805619435,0.4920727605432326,180.9382109786535,Anxiety
0.6257547397237945,0.5409074005948235,218.58910413604804,Anxiety
0.5117190157096503,0.6240760682099471,205.6135294962221,Anxiety
0.17121012359436688,0.2092217368386332,136.5738600387938,Normal
0.6322074026636463,0.5099152198701645,200.70427488160098,Fear
0.1598904726667431,0.23622371802280578,129.36716561665378,Normal
0.588223272267832,0.5981741809698484,174.04266631663577,Anxiety
0.5094093859980999,0.6320540871529648,188.38915663596265,Anxiety
0.6958557852237107,0.5497061106111383,210.8215936609692,Anxiety
0.6588256238973095,0.530195016242934,179.32592551999272,Anxiety
0.31458970120342994,0.2814897263004712,113.2144628539329,Normal
0.6524186116598563,0.5679487325593814,218.71036742456698,Fear
0.685130816122401,0.5493930052718805,195.887567526374,Anxiety
0.4843802360364983,0.5352665877625646,175.67367606202944,Anxiety
0.9082895947655132,0.9391568798690164,265.998501525811,Panic
0.6543055500503039,0.5888002028998656,196.48252891780032,Anxiety
0.7492507399515849,0.7896258053866381,213.49760721642585,Fear
0.608275364318317,0.5347574477621752,187.46047873063304,Anxiety
0.6616652855595764,0.664081072969523,190.22540635610952,Anxiety
0.2605079115385719,0.22103499124876222,109.69772284567682,Normal
0.6837976509428457,0.6742059864309364,202.33696599370458,Fear
0.26587544227701393,0.20126539596155468,109.64848308504992,Normal
0.6471227507172453,0.6345272428958743,239.66744775664924,Fear
0.6280448053368839,0.5093122718742,186.2699849079634,Anxiety
0.541617196145715,0.6360426307641406,206.04699621260647,Anxiety
0.5920771508338679,0.47341869195702313,188.38579015297168,Anxiety
0.8500923637211169,0.9179741695121088,318.5225000792506,Panic
0.9784093110354226,0.9262277251994526,305.63679124791537,Panic
0.679020672406113,0.7006772178989299,231.8500539043142,Fear
0.6306130288153763,0.5201930906102139,171.2157983215727,Anxiety
0.11090094293860844,0.44863762769933524,128.19667083945657,Normal
0.7329728780440897,0.6110476100766333,180.92739699173205,Fear
0.5326875761676284,0.5881912417088725,198.61462345854193,Anxiety
0.66325236386684,0.5236122230173964,189.25488643009626,Anxiety
0.8536949713780314,0.8970559748552631,276.08808069658346,Panic
0.7372309548321562,0.7088089390024919,214.2036702053619,Fear
0.50222967940384,0.6177858792060127,187.9323390648082,Anxiety
0.9036659304727473,0.9754746143855911,301.8538032427943,Panic
0.1341553328605072,0.37722774922752966,133.16919861447445,Normal
0.7118722310957027,0.7430340184037543,232.02433911480622,Fear
0.1203985451000601,0.2012962156934967,137.67366489691815,Normal
0.6124909826944412,0.6254917193144258,209.78963347180505,Anxiety
0.671654287237665,0.45690419296842616,198.94324477537793,Anxiety
